Round	Out	Left	Right	Game Type
1	93	407	0	10
2	105	395	0	10
3	102	398	0	10
4	88	412	0	10
5	89	411	0	10
6	101	399	0	10
7	92	408	0	10
8	108	392	0	10
9	101	399	0	10
10	89	411	0	10
11	110	390	0	10
12	84	416	0	10
13	90	410	0	10
14	108	392	0	10
15	95	405	0	10
16	102	398	0	10
17	93	407	0	10
18	101	399	0	10
19	103	397	0	10
20	100	400	0	10
21	94	406	0	10
22	90	410	0	10
23	106	394	0	10
24	94	406	0	10
25	92	408	0	10
26	108	392	0	10
27	104	396	0	10
28	92	408	0	10
29	106	394	0	10
30	103	397	0	10
31	94	406	0	10
32	97	403	0	10
33	98	402	0	10
34	113	387	0	10
35	92	408	0	10
36	97	403	0	10
37	106	394	0	10
38	86	414	0	10
39	107	393	0	10
40	89	411	0	10
41	101	399	0	10
42	91	409	0	10
43	98	402	0	10
44	95	405	0	10
45	80	420	0	10
46	101	399	0	10
47	102	398	0	10
48	96	404	0	10
49	106	394	0	10
50	89	411	0	10
51	95	405	0	10
52	98	402	0	10
53	97	403	0	10
54	103	397	0	10
55	100	400	0	10
56	94	406	0	10
57	90	410	0	10
58	104	396	0	10
59	100	400	0	10
60	105	395	0	10
61	95	405	0	10
62	112	388	0	10
63	81	419	0	10
64	106	394	0	10
65	97	403	0	10
66	98	402	0	10
67	101	399	0	10
68	94	406	0	10
69	108	392	0	10
70	99	401	0	10
71	99	401	0	10
72	91	409	0	10
73	100	400	0	10
74	100	400	0	10
75	101	399	0	10
76	94	406	0	10
77	91	409	0	10
78	89	411	0	10
79	90	410	0	10
80	98	402	0	10
81	94	406	0	10
82	112	388	0	10
83	88	412	0	10
84	108	392	0	10
85	99	401	0	10
86	106	394	0	10
87	99	401	0	10
88	102	398	0	10
89	87	413	0	10
90	94	406	0	10
91	104	396	0	10
92	80	420	0	10
93	105	395	0	10
94	108	392	0	10
95	79	421	0	10
96	98	402	0	10
97	102	398	0	10
98	107	393	0	10
99	109	391	0	10
100	102	398	0	10
