Round	Out	Left	Right	Game Type
1	199	198	103	6
2	178	234	88	6
3	204	203	93	6
4	212	195	93	6
5	187	206	107	6
6	196	207	97	6
7	207	188	105	6
8	214	199	87	6
9	203	196	101	6
10	199	193	108	6
11	202	195	103	6
12	203	192	105	6
13	206	191	103	6
14	197	203	100	6
15	203	194	103	6
16	207	203	90	6
17	193	207	100	6
18	202	192	106	6
19	215	186	99	6
20	196	207	97	6
21	205	205	90	6
22	210	199	91	6
23	185	211	104	6
24	198	208	94	6
25	205	193	102	6
26	200	199	101	6
27	201	198	101	6
28	199	189	112	6
29	189	205	106	6
30	184	216	100	6
31	205	192	103	6
32	191	210	99	6
33	214	190	96	6
34	207	189	104	6
35	202	194	104	6
36	199	201	100	6
37	205	213	82	6
38	203	192	105	6
39	191	207	102	6
40	198	210	92	6
41	197	203	100	6
42	196	198	106	6
43	205	188	107	6
44	206	200	94	6
45	204	199	97	6
46	189	213	98	6
47	202	201	97	6
48	214	182	104	6
49	216	172	112	6
50	201	194	105	6
51	193	205	102	6
52	210	196	94	6
53	209	202	89	6
54	179	226	95	6
55	216	183	101	6
56	193	212	95	6
57	192	210	98	6
58	204	207	89	6
59	196	196	108	6
60	203	188	109	6
61	194	216	90	6
62	204	201	95	6
63	203	205	92	6
64	199	195	106	6
65	197	210	93	6
66	187	222	91	6
67	205	190	105	6
68	194	201	105	6
69	200	204	96	6
70	195	211	94	6
71	196	206	98	6
72	205	198	97	6
73	208	202	90	6
74	196	209	95	6
75	195	198	107	6
76	212	191	97	6
77	191	214	95	6
78	205	192	103	6
79	206	180	114	6
80	207	190	103	6
81	191	211	98	6
82	206	193	101	6
83	210	191	99	6
84	209	185	106	6
85	205	198	97	6
86	208	187	105	6
87	215	182	103	6
88	197	205	98	6
89	206	189	105	6
90	198	206	96	6
91	198	202	100	6
92	184	218	98	6
93	197	212	91	6
94	203	203	94	6
95	202	206	92	6
96	198	210	92	6
97	213	199	88	6
98	201	215	84	6
99	192	202	106	6
100	193	208	99	6
