Round	Out	Left	Right	Game Type
1	100	168	232	1
2	112	161	227	1
3	111	151	238	1
4	97	174	229	1
5	97	170	233	1
6	106	147	247	1
7	99	164	237	1
8	104	163	233	1
9	109	160	231	1
10	104	159	237	1
11	104	157	239	1
12	96	163	241	1
13	93	166	241	1
14	98	163	239	1
15	106	177	217	1
16	96	179	225	1
17	113	150	237	1
18	117	148	235	1
19	107	168	225	1
20	92	165	243	1
21	101	176	223	1
22	100	160	240	1
23	99	176	225	1
24	119	143	238	1
25	106	155	239	1
26	102	169	229	1
27	94	187	219	1
28	90	169	241	1
29	106	168	226	1
30	93	172	235	1
31	100	159	241	1
32	97	165	238	1
33	107	139	254	1
34	102	156	242	1
35	112	153	235	1
36	103	168	229	1
37	111	157	232	1
38	102	169	229	1
39	93	174	233	1
40	102	167	231	1
41	107	157	236	1
42	96	176	228	1
43	95	183	222	1
44	110	165	225	1
45	97	164	239	1
46	104	165	231	1
47	92	172	236	1
48	112	151	237	1
49	99	159	242	1
50	104	164	232	1
51	114	149	237	1
52	95	158	247	1
53	112	163	225	1
54	95	172	233	1
55	97	163	240	1
56	100	164	236	1
57	111	149	240	1
58	110	145	245	1
59	111	165	224	1
60	109	156	235	1
61	100	157	243	1
62	92	168	240	1
63	96	165	239	1
64	86	172	242	1
65	94	164	242	1
66	101	168	231	1
67	92	173	235	1
68	102	149	249	1
69	110	151	239	1
70	106	175	219	1
71	93	163	244	1
72	95	164	241	1
73	90	168	242	1
74	93	176	231	1
75	108	164	228	1
76	93	178	229	1
77	110	163	227	1
78	108	157	235	1
79	110	160	230	1
80	116	150	234	1
81	97	172	231	1
82	88	167	245	1
83	102	165	233	1
84	123	142	235	1
85	102	174	224	1
86	108	168	224	1
87	104	165	231	1
88	110	163	227	1
89	81	179	240	1
90	100	158	242	1
91	99	158	243	1
92	101	160	239	1
93	90	165	245	1
94	113	157	230	1
95	96	169	235	1
96	93	169	238	1
97	113	155	232	1
98	106	157	237	1
99	108	152	240	1
100	95	167	238	1
