Round	Out	Left	Right	Game Type
1	56	424	20	18
2	58	420	22	18
3	61	418	21	18
4	58	431	11	18
5	55	440	5	18
6	58	435	7	18
7	49	443	8	18
8	62	431	7	18
9	55	443	2	18
10	57	438	5	18
11	61	435	4	18
12	61	433	6	18
13	52	445	3	18
14	52	445	3	18
15	51	444	5	18
16	60	438	2	18
17	56	440	4	18
18	62	435	3	18
19	57	440	3	18
20	60	438	2	18
21	63	434	3	18
22	55	443	2	18
23	64	435	1	18
24	66	432	2	18
25	54	442	4	18
26	55	439	6	18
27	55	441	4	18
28	57	441	2	18
29	63	433	4	18
30	50	444	6	18
31	60	434	6	18
32	63	432	5	18
33	64	435	1	18
34	55	438	7	18
35	55	441	4	18
36	53	443	4	18
37	48	450	2	18
38	57	437	6	18
39	54	441	5	18
40	58	435	7	18
41	48	444	8	18
42	64	430	6	18
43	66	430	4	18
44	51	440	9	18
45	57	434	9	18
46	61	430	9	18
47	58	435	7	18
48	62	429	9	18
49	64	427	9	18
50	65	426	9	18
51	50	439	11	18
52	53	436	11	18
53	65	425	10	18
54	57	434	9	18
55	61	430	9	18
56	57	436	7	18
57	49	439	12	18
58	50	437	13	18
59	47	442	11	18
60	56	429	15	18
61	56	431	13	18
62	51	435	14	18
63	54	433	13	18
64	63	427	10	18
65	59	428	13	18
66	61	424	15	18
67	60	425	15	18
68	49	437	14	18
69	59	426	15	18
70	55	426	19	18
71	51	427	22	18
72	58	427	15	18
73	51	433	16	18
74	53	429	18	18
75	56	426	18	18
76	50	434	16	18
77	64	425	11	18
78	51	432	17	18
79	62	424	14	18
80	49	428	23	18
81	58	422	20	18
82	48	427	25	18
83	53	428	19	18
84	56	425	19	18
85	52	424	24	18
86	58	423	19	18
87	59	420	21	18
88	58	425	17	18
89	59	421	20	18
90	59	422	19	18
91	59	415	26	18
92	52	426	22	18
93	54	424	22	18
94	50	430	20	18
95	55	420	25	18
96	53	425	22	18
97	58	412	30	18
98	56	415	29	18
99	55	420	25	18
100	57	420	23	18
