Round	Out	Left	Right	Game Type
1	280	204	16	19
2	301	187	12	19
3	283	206	11	19
4	281	210	9	19
5	278	210	12	19
6	283	202	15	19
7	279	204	17	19
8	286	194	20	19
9	287	188	25	19
10	283	198	19	19
11	296	184	20	19
12	287	185	28	19
13	290	182	28	19
14	275	186	39	19
15	292	173	35	19
16	285	172	43	19
17	280	177	43	19
18	276	178	46	19
19	285	158	57	19
20	284	159	57	19
21	277	157	66	19
22	287	149	64	19
23	285	148	67	19
24	279	142	79	19
25	287	133	80	19
26	272	138	90	19
27	293	133	74	19
28	293	132	75	19
29	272	125	103	19
30	285	127	88	19
31	289	114	97	19
32	272	117	111	19
33	294	108	98	19
34	283	115	102	19
35	288	111	101	19
36	269	108	123	19
37	293	95	112	19
38	292	94	114	19
39	287	101	112	19
40	285	101	114	19
41	282	100	118	19
42	293	93	114	19
43	289	94	117	19
44	275	98	127	19
45	279	89	132	19
46	282	96	122	19
47	292	92	116	19
48	285	94	121	19
49	289	95	116	19
50	285	92	123	19
51	288	82	130	19
52	272	90	138	19
53	271	90	139	19
54	283	89	128	19
55	272	83	145	19
56	287	87	126	19
57	278	81	141	19
58	287	85	128	19
59	292	92	116	19
60	279	88	133	19
61	291	75	134	19
62	281	82	137	19
63	278	82	140	19
64	284	75	141	19
65	277	75	148	19
66	285	81	134	19
67	269	88	143	19
68	292	90	118	19
69	285	92	123	19
70	285	87	128	19
71	272	82	146	19
72	272	82	146	19
73	275	86	139	19
74	298	93	109	19
75	287	84	129	19
76	281	81	138	19
77	273	76	151	19
78	271	90	139	19
79	278	89	133	19
80	290	86	124	19
81	288	85	127	19
82	298	77	125	19
83	284	90	126	19
84	290	88	122	19
85	282	81	137	19
86	281	83	136	19
87	276	78	146	19
88	282	74	144	19
89	280	79	141	19
90	288	89	123	19
91	295	81	124	19
92	259	75	166	19
93	274	80	146	19
94	282	83	135	19
95	282	103	115	19
96	289	91	120	19
97	276	81	143	19
98	277	79	144	19
99	289	87	124	19
100	293	88	119	19
