Round	Out	Left	Right	Game Type
1	38	421	41	14
2	41	427	32	14
3	42	431	27	14
4	39	446	15	14
5	41	438	21	14
6	41	447	12	14
7	38	453	9	14
8	41	451	8	14
9	36	457	7	14
10	45	449	6	14
11	37	457	6	14
12	47	448	5	14
13	44	451	5	14
14	37	457	6	14
15	29	464	7	14
16	46	446	8	14
17	45	450	5	14
18	51	448	1	14
19	47	449	4	14
20	40	454	6	14
21	41	454	5	14
22	43	452	5	14
23	40	455	5	14
24	42	452	6	14
25	47	450	3	14
26	44	451	5	14
27	40	454	6	14
28	34	458	8	14
29	38	455	7	14
30	40	456	4	14
31	37	456	7	14
32	42	456	2	14
33	40	456	4	14
34	35	460	5	14
35	39	454	7	14
36	41	453	6	14
37	35	461	4	14
38	36	460	4	14
39	29	466	5	14
40	46	451	3	14
41	48	449	3	14
42	42	455	3	14
43	37	461	2	14
44	44	452	4	14
45	47	450	3	14
46	37	460	3	14
47	42	454	4	14
48	48	450	2	14
49	40	457	3	14
50	40	457	3	14
51	37	462	1	14
52	34	463	3	14
53	40	459	1	14
54	45	451	4	14
55	46	451	3	14
56	35	463	2	14
57	43	454	3	14
58	44	454	2	14
59	43	456	1	14
60	49	448	3	14
61	42	456	2	14
62	42	456	2	14
63	46	451	3	14
64	43	453	4	14
65	34	463	3	14
66	33	464	3	14
67	39	460	1	14
68	40	458	2	14
69	41	457	2	14
70	40	456	4	14
71	40	458	2	14
72	41	456	3	14
73	42	453	5	14
74	38	459	3	14
75	41	458	1	14
76	43	454	3	14
77	46	453	1	14
78	33	462	5	14
79	38	458	4	14
80	44	454	2	14
81	35	463	2	14
82	47	452	1	14
83	39	458	3	14
84	45	453	2	14
85	44	454	2	14
86	38	461	1	14
87	45	453	2	14
88	37	459	4	14
89	39	459	2	14
90	33	464	3	14
91	44	452	4	14
92	37	460	3	14
93	46	452	2	14
94	41	458	1	14
95	39	460	1	14
96	38	459	3	14
97	42	457	1	14
98	39	459	2	14
99	33	463	4	14
100	46	451	3	14
