Round	Out	Left	Right	Game Type
1	421	73	6	12
2	437	57	6	12
3	437	55	8	12
4	431	57	12	12
5	426	68	6	12
6	422	74	4	12
7	427	62	11	12
8	440	48	12	12
9	420	72	8	12
10	431	64	5	12
11	430	56	14	12
12	431	59	10	12
13	429	61	10	12
14	427	65	8	12
15	430	57	13	12
16	428	62	10	12
17	437	54	9	12
18	435	53	12	12
19	435	54	11	12
20	431	58	11	12
21	432	59	9	12
22	420	65	15	12
23	422	67	11	12
24	422	68	10	12
25	429	60	11	12
26	433	55	12	12
27	434	61	5	12
28	432	57	11	12
29	427	60	13	12
30	430	60	10	12
31	418	73	9	12
32	427	61	12	12
33	434	52	14	12
34	423	69	8	12
35	438	54	8	12
36	426	63	11	12
37	441	47	12	12
38	429	58	13	12
39	422	65	13	12
40	436	56	8	12
41	432	54	14	12
42	437	54	9	12
43	421	74	5	12
44	422	69	9	12
45	431	58	11	12
46	434	56	10	12
47	433	57	10	12
48	436	55	9	12
49	433	60	7	12
50	430	62	8	12
51	433	59	8	12
52	431	62	7	12
53	432	57	11	12
54	426	64	10	12
55	435	51	14	12
56	436	53	11	12
57	426	61	13	12
58	428	59	13	12
59	426	59	15	12
60	417	81	2	12
61	427	64	9	12
62	435	59	6	12
63	427	65	8	12
64	428	62	10	12
65	431	56	13	12
66	436	54	10	12
67	431	56	13	12
68	434	53	13	12
69	418	70	12	12
70	431	60	9	12
71	429	63	8	12
72	432	54	14	12
73	433	55	12	12
74	429	63	8	12
75	432	53	15	12
76	432	59	9	12
77	422	71	7	12
78	425	60	15	12
79	437	56	7	12
80	436	57	7	12
81	436	54	10	12
82	438	58	4	12
83	428	66	6	12
84	424	65	11	12
85	436	55	9	12
86	422	73	5	12
87	429	59	12	12
88	435	52	13	12
89	443	49	8	12
90	434	57	9	12
91	429	61	10	12
92	438	52	10	12
93	435	55	10	12
94	442	51	7	12
95	428	61	11	12
96	425	64	11	12
97	434	59	7	12
98	433	56	11	12
99	413	75	12	12
100	441	47	12	12
101	426	67	7	12
102	436	56	8	12
103	436	54	10	12
104	424	67	9	12
105	431	58	11	12
106	430	62	8	12
107	420	67	13	12
108	426	66	8	12
109	444	46	10	12
110	417	70	13	12
111	422	69	9	12
112	437	60	3	12
113	434	63	3	12
114	435	54	11	12
115	432	54	14	12
116	438	52	10	12
117	423	71	6	12
118	434	51	15	12
119	439	49	12	12
120	424	72	4	12
121	435	59	6	12
122	435	49	16	12
123	438	55	7	12
124	435	57	8	12
125	426	61	13	12
126	424	67	9	12
127	426	64	10	12
128	429	58	13	12
129	434	57	9	12
130	423	65	12	12
131	432	57	11	12
132	426	67	7	12
133	435	53	12	12
134	438	53	9	12
135	437	53	10	12
136	432	58	10	12
137	430	59	11	12
138	423	65	12	12
139	418	76	6	12
140	418	68	14	12
141	430	59	11	12
142	423	66	11	12
143	429	64	7	12
144	432	58	10	12
145	429	63	8	12
146	431	60	9	12
147	430	62	8	12
148	436	57	7	12
149	424	67	9	12
150	430	60	10	12
151	439	51	10	12
152	431	57	12	12
153	439	56	5	12
154	429	62	9	12
155	436	50	14	12
156	437	51	12	12
157	431	60	9	12
158	430	60	10	12
159	423	70	7	12
160	425	60	15	12
161	435	57	8	12
162	433	60	7	12
163	421	67	12	12
164	426	60	14	12
165	434	60	6	12
166	432	63	5	12
167	434	57	9	12
168	433	56	11	12
169	431	60	9	12
170	438	48	14	12
171	436	58	6	12
172	423	55	22	12
173	425	65	10	12
174	424	62	14	12
175	434	54	12	12
176	423	69	8	12
177	433	56	11	12
178	438	53	9	12
179	436	56	8	12
180	430	62	8	12
181	425	65	10	12
182	432	59	9	12
183	432	55	13	12
184	424	71	5	12
185	414	76	10	12
186	437	57	6	12
187	431	60	9	12
188	428	62	10	12
189	439	48	13	12
190	431	61	8	12
191	432	58	10	12
192	427	70	3	12
193	435	58	7	12
194	419	68	13	12
195	427	65	8	12
196	434	61	5	12
197	437	49	14	12
198	428	63	9	12
199	424	66	10	12
200	438	58	4	12
201	438	50	12	12
202	434	60	6	12
203	431	56	13	12
204	426	59	15	12
205	434	58	8	12
206	428	60	12	12
207	423	66	11	12
208	427	64	9	12
209	441	48	11	12
210	425	65	10	12
211	430	58	12	12
212	435	53	12	12
213	428	64	8	12
214	431	54	15	12
215	423	64	13	12
216	438	55	7	12
217	430	58	12	12
218	429	62	9	12
219	448	45	7	12
220	424	61	15	12
221	433	56	11	12
222	431	58	11	12
223	430	63	7	12
224	425	66	9	12
225	423	63	14	12
226	422	70	8	12
227	434	54	12	12
228	431	60	9	12
229	427	59	14	12
230	428	64	8	12
231	432	58	10	12
232	423	64	13	12
233	432	53	15	12
234	432	59	9	12
235	431	61	8	12
236	437	51	12	12
237	432	58	10	12
238	440	50	10	12
