Round	Out	Left	Right	Game Type
1	103	397	0	9
2	102	398	0	9
3	98	402	0	9
4	92	408	0	9
5	100	400	0	9
6	103	397	0	9
7	96	404	0	9
8	94	406	0	9
9	88	412	0	9
10	105	395	0	9
11	88	412	0	9
12	91	409	0	9
13	94	406	0	9
14	101	399	0	9
15	110	390	0	9
16	98	402	0	9
17	101	399	0	9
18	104	396	0	9
19	107	393	0	9
20	95	405	0	9
21	97	403	0	9
22	104	396	0	9
23	95	405	0	9
24	95	405	0	9
25	103	397	0	9
26	108	392	0	9
27	84	416	0	9
28	100	400	0	9
29	93	407	0	9
30	94	406	0	9
31	101	399	0	9
32	98	402	0	9
33	85	415	0	9
34	87	413	0	9
35	92	408	0	9
36	99	401	0	9
37	95	405	0	9
38	104	396	0	9
39	109	391	0	9
40	88	412	0	9
41	95	405	0	9
42	100	400	0	9
43	90	410	0	9
44	97	403	0	9
45	101	399	0	9
46	97	403	0	9
47	97	403	0	9
48	101	399	0	9
49	101	399	0	9
50	93	407	0	9
51	94	406	0	9
52	91	409	0	9
53	99	401	0	9
54	99	401	0	9
55	115	385	0	9
56	89	411	0	9
57	108	392	0	9
58	96	404	0	9
59	96	404	0	9
60	85	415	0	9
61	102	398	0	9
62	89	411	0	9
63	99	401	0	9
64	105	395	0	9
65	91	409	0	9
66	97	403	0	9
67	86	414	0	9
68	98	402	0	9
69	92	408	0	9
70	88	412	0	9
71	97	403	0	9
72	106	394	0	9
73	94	406	0	9
74	119	381	0	9
75	103	397	0	9
76	97	403	0	9
77	86	414	0	9
78	102	398	0	9
79	101	399	0	9
80	91	409	0	9
81	95	405	0	9
82	103	397	0	9
83	108	392	0	9
84	116	384	0	9
85	92	408	0	9
86	102	398	0	9
87	101	399	0	9
88	99	401	0	9
89	99	401	0	9
90	69	431	0	9
91	100	400	0	9
92	86	414	0	9
93	90	410	0	9
94	106	394	0	9
95	97	403	0	9
96	88	412	0	9
97	105	395	0	9
98	116	384	0	9
99	102	398	0	9
