Round	Out	Left	Right	Game Type
1	0	424	76	15
2	0	436	64	15
3	0	421	79	15
4	0	419	81	15
5	0	422	78	15
6	0	434	66	15
7	0	414	86	15
8	0	427	73	15
9	0	417	83	15
10	0	432	68	15
11	0	416	84	15
12	0	424	76	15
13	0	425	75	15
14	0	425	75	15
15	0	416	84	15
16	0	419	81	15
17	0	428	72	15
18	0	422	78	15
19	0	422	78	15
20	0	432	68	15
21	0	415	85	15
22	0	428	72	15
23	0	420	80	15
24	0	435	65	15
25	0	428	72	15
26	0	423	77	15
27	0	423	77	15
28	0	423	77	15
29	0	421	79	15
30	0	424	76	15
31	0	421	79	15
32	0	424	76	15
33	0	422	78	15
34	0	433	67	15
35	0	429	71	15
36	0	421	79	15
37	0	430	70	15
38	0	428	72	15
39	0	422	78	15
40	0	434	66	15
41	0	410	90	15
42	0	423	77	15
43	0	425	75	15
44	0	430	70	15
45	0	426	74	15
46	0	421	79	15
47	0	430	70	15
48	0	430	70	15
49	0	428	72	15
50	0	420	80	15
51	0	421	79	15
52	0	429	71	15
53	0	428	72	15
54	0	432	68	15
55	0	427	73	15
56	0	435	65	15
57	0	415	85	15
58	0	428	72	15
59	0	433	67	15
60	0	432	68	15
61	0	422	78	15
62	0	426	74	15
63	0	427	73	15
64	0	414	86	15
65	0	425	75	15
66	0	422	78	15
67	0	429	71	15
68	0	423	77	15
69	0	428	72	15
70	0	421	79	15
71	0	427	73	15
72	0	430	70	15
73	0	442	58	15
74	0	432	68	15
75	0	422	78	15
76	0	427	73	15
77	0	422	78	15
78	0	433	67	15
79	0	427	73	15
80	0	421	79	15
81	0	437	63	15
82	0	427	73	15
83	0	424	76	15
84	0	424	76	15
85	0	421	79	15
86	0	425	75	15
87	0	430	70	15
88	0	413	87	15
89	0	424	76	15
90	0	429	71	15
91	0	415	85	15
92	0	427	73	15
93	0	420	80	15
94	0	430	70	15
95	0	423	77	15
96	0	416	84	15
97	0	420	80	15
98	0	420	80	15
99	0	424	76	15
100	0	421	79	15
101	0	432	68	15
102	0	417	83	15
103	0	418	82	15
104	0	421	79	15
105	0	430	70	15
106	0	432	68	15
107	0	425	75	15
108	0	420	80	15
109	0	429	71	15
110	0	428	72	15
111	0	430	70	15
112	0	428	72	15
113	0	415	85	15
114	0	432	68	15
115	0	426	74	15
116	0	423	77	15
117	0	425	75	15
118	0	420	80	15
119	0	431	69	15
120	0	419	81	15
121	0	432	68	15
122	0	425	75	15
123	0	420	80	15
124	0	417	83	15
125	0	431	69	15
126	0	421	79	15
127	0	430	70	15
128	0	421	79	15
129	0	438	62	15
