Round	Out	Left	Right	Game Type
1	449	25	26	4
2	459	23	18	4
3	443	24	33	4
4	451	24	25	4
5	440	29	31	4
6	451	25	24	4
7	453	23	24	4
8	448	19	33	4
9	444	31	25	4
10	451	32	17	4
11	444	31	25	4
12	445	36	19	4
13	449	41	10	4
14	447	39	14	4
15	443	38	19	4
16	452	32	16	4
17	451	35	14	4
18	445	42	13	4
19	453	40	7	4
20	446	45	9	4
21	446	46	8	4
22	441	55	4	4
23	441	51	8	4
24	446	51	3	4
25	451	46	3	4
26	455	40	5	4
27	450	49	1	4
28	444	52	4	4
29	452	47	1	4
30	449	49	2	4
31	458	42	0	4
32	447	51	2	4
33	453	46	1	4
34	450	48	2	4
35	446	52	2	4
36	461	39	0	4
37	446	53	1	4
38	449	51	0	4
39	456	44	0	4
40	455	45	0	4
41	453	47	0	4
42	441	59	0	4
43	451	49	0	4
44	454	46	0	4
45	450	50	0	4
46	451	49	0	4
47	451	49	0	4
48	455	45	0	4
49	454	46	0	4
50	448	52	0	4
51	455	45	0	4
52	456	44	0	4
53	452	48	0	4
54	454	46	0	4
55	449	51	0	4
56	451	49	0	4
57	454	46	0	4
58	457	43	0	4
59	446	54	0	4
60	446	54	0	4
61	446	54	0	4
62	448	52	0	4
63	446	54	0	4
64	457	43	0	4
65	450	50	0	4
66	462	38	0	4
67	450	50	0	4
68	446	54	0	4
69	452	48	0	4
70	451	49	0	4
71	447	53	0	4
72	446	54	0	4
73	461	39	0	4
74	454	46	0	4
75	449	51	0	4
76	450	50	0	4
77	447	53	0	4
78	439	61	0	4
79	450	50	0	4
80	452	48	0	4
81	446	54	0	4
82	446	54	0	4
83	448	52	0	4
84	446	54	0	4
85	442	58	0	4
86	450	50	0	4
87	445	55	0	4
88	448	52	0	4
89	449	51	0	4
90	458	42	0	4
91	453	47	0	4
92	449	51	0	4
93	447	53	0	4
94	447	53	0	4
95	454	46	0	4
96	437	63	0	4
97	450	50	0	4
98	450	50	0	4
99	446	54	0	4
100	450	50	0	4
101	451	49	0	4
102	442	58	0	4
103	450	50	0	4
104	447	53	0	4
105	452	48	0	4
106	453	47	0	4
107	454	46	0	4
108	444	56	0	4
109	451	49	0	4
110	448	52	0	4
111	449	51	0	4
112	451	49	0	4
113	450	50	0	4
114	453	47	0	4
115	458	42	0	4
116	444	56	0	4
117	449	51	0	4
118	452	48	0	4
119	447	53	0	4
120	450	50	0	4
121	453	47	0	4
122	449	51	0	4
123	452	48	0	4
124	443	57	0	4
125	452	48	0	4
126	446	54	0	4
127	451	49	0	4
128	443	57	0	4
129	452	48	0	4
130	450	50	0	4
131	443	57	0	4
132	443	57	0	4
133	446	54	0	4
134	450	50	0	4
135	452	48	0	4
136	459	41	0	4
137	451	49	0	4
138	450	50	0	4
139	439	61	0	4
140	452	48	0	4
141	448	52	0	4
142	446	54	0	4
143	453	47	0	4
144	452	48	0	4
145	442	58	0	4
146	448	52	0	4
147	438	62	0	4
148	444	56	0	4
149	447	53	0	4
150	459	41	0	4
151	445	55	0	4
152	448	52	0	4
153	454	46	0	4
154	454	46	0	4
155	444	56	0	4
156	451	49	0	4
157	453	47	0	4
158	448	52	0	4
159	447	53	0	4
160	445	55	0	4
161	451	49	0	4
162	455	45	0	4
163	445	55	0	4
164	450	50	0	4
165	451	49	0	4
166	454	46	0	4
167	449	51	0	4
168	442	58	0	4
169	451	49	0	4
170	447	53	0	4
171	447	53	0	4
172	439	61	0	4
173	448	52	0	4
174	453	47	0	4
175	450	50	0	4
176	445	55	0	4
177	444	56	0	4
178	444	56	0	4
179	450	50	0	4
180	447	53	0	4
181	451	49	0	4
182	453	47	0	4
183	447	53	0	4
184	455	45	0	4
185	452	48	0	4
186	449	51	0	4
187	446	54	0	4
188	445	55	0	4
189	442	58	0	4
190	453	47	0	4
191	446	54	0	4
192	447	53	0	4
193	449	51	0	4
194	450	50	0	4
195	450	50	0	4
196	453	47	0	4
197	460	40	0	4
198	440	60	0	4
199	444	56	0	4
200	445	55	0	4
201	447	53	0	4
202	443	57	0	4
203	448	52	0	4
204	449	51	0	4
205	446	54	0	4
206	448	52	0	4
207	440	60	0	4
208	450	50	0	4
209	454	46	0	4
210	448	52	0	4
211	456	44	0	4
212	448	52	0	4
213	449	51	0	4
214	456	44	0	4
215	453	47	0	4
216	450	50	0	4
217	440	60	0	4
218	455	45	0	4
219	453	47	0	4
220	450	50	0	4
221	447	53	0	4
222	443	57	0	4
223	452	48	0	4
224	442	58	0	4
225	448	52	0	4
226	444	56	0	4
227	453	47	0	4
228	450	50	0	4
229	451	49	0	4
230	447	53	0	4
231	454	46	0	4
232	450	50	0	4
233	441	59	0	4
234	454	46	0	4
235	448	52	0	4
236	451	49	0	4
237	451	49	0	4
238	446	54	0	4
239	450	50	0	4
240	447	53	0	4
241	454	46	0	4
242	449	51	0	4
243	440	60	0	4
244	443	57	0	4
245	448	52	0	4
246	452	48	0	4
247	449	51	0	4
248	449	51	0	4
249	445	55	0	4
250	440	60	0	4
251	446	54	0	4
252	454	46	0	4
253	449	51	0	4
254	443	57	0	4
255	451	49	0	4
256	452	48	0	4
257	464	36	0	4
258	452	48	0	4
259	452	48	0	4
260	445	55	0	4
261	448	52	0	4
262	449	51	0	4
263	446	54	0	4
264	449	51	0	4
265	456	44	0	4
266	446	54	0	4
267	447	53	0	4
268	462	38	0	4
269	437	63	0	4
270	460	40	0	4
271	457	43	0	4
272	453	47	0	4
273	457	43	0	4
274	448	52	0	4
275	449	51	0	4
276	445	55	0	4
277	451	49	0	4
278	448	52	0	4
279	449	51	0	4
280	455	45	0	4
281	455	45	0	4
282	445	55	0	4
283	442	58	0	4
284	451	49	0	4
285	446	54	0	4
286	457	43	0	4
287	448	52	0	4
288	449	51	0	4
289	445	55	0	4
290	446	54	0	4
291	461	39	0	4
292	445	55	0	4
293	448	52	0	4
294	452	48	0	4
295	453	47	0	4
296	442	58	0	4
297	453	47	0	4
298	447	53	0	4
299	450	50	0	4
300	442	58	0	4
301	450	50	0	4
302	451	49	0	4
303	452	48	0	4
304	453	47	0	4
305	437	63	0	4
306	450	50	0	4
307	452	48	0	4
308	447	53	0	4
309	456	44	0	4
310	451	49	0	4
311	443	57	0	4
312	445	55	0	4
313	446	54	0	4
314	459	41	0	4
315	452	48	0	4
316	449	51	0	4
317	450	50	0	4
318	453	47	0	4
319	460	40	0	4
320	451	49	0	4
321	454	46	0	4
322	442	58	0	4
323	450	50	0	4
324	445	55	0	4
325	449	51	0	4
326	442	58	0	4
327	451	49	0	4
328	445	55	0	4
329	449	51	0	4
330	445	55	0	4
331	443	57	0	4
332	446	54	0	4
333	455	45	0	4
334	457	43	0	4
335	449	51	0	4
336	458	42	0	4
337	456	44	0	4
338	460	40	0	4
339	444	56	0	4
340	447	53	0	4
341	456	44	0	4
342	443	57	0	4
343	448	52	0	4
344	449	51	0	4
345	449	51	0	4
346	456	44	0	4
347	451	49	0	4
348	451	49	0	4
349	449	51	0	4
350	452	48	0	4
351	457	43	0	4
352	453	47	0	4
353	458	42	0	4
354	456	44	0	4
355	445	55	0	4
356	440	60	0	4
357	448	52	0	4
358	444	56	0	4
359	446	54	0	4
360	452	48	0	4
361	449	51	0	4
362	450	50	0	4
363	445	55	0	4
364	456	44	0	4
365	445	55	0	4
366	452	48	0	4
367	451	49	0	4
368	456	44	0	4
369	457	43	0	4
370	445	55	0	4
371	450	50	0	4
372	452	48	0	4
373	458	42	0	4
374	459	41	0	4
375	445	55	0	4
376	452	48	0	4
377	448	52	0	4
378	457	43	0	4
379	447	53	0	4
380	448	52	0	4
381	449	51	0	4
382	443	57	0	4
383	449	51	0	4
384	448	52	0	4
385	443	57	0	4
386	450	50	0	4
387	449	51	0	4
388	450	50	0	4
389	439	61	0	4
390	443	57	0	4
391	454	46	0	4
392	449	51	0	4
393	453	47	0	4
394	459	41	0	4
395	456	44	0	4
396	450	50	0	4
397	442	58	0	4
398	451	49	0	4
399	457	43	0	4
400	438	62	0	4
401	450	50	0	4
402	455	45	0	4
403	446	54	0	4
404	447	53	0	4
405	456	44	0	4
406	443	57	0	4
407	444	56	0	4
408	447	53	0	4
409	445	55	0	4
410	444	56	0	4
411	453	47	0	4
412	448	52	0	4
413	453	47	0	4
414	457	43	0	4
415	444	56	0	4
416	456	44	0	4
417	449	51	0	4
418	448	52	0	4
419	450	50	0	4
420	445	55	0	4
421	458	42	0	4
422	450	50	0	4
423	450	50	0	4
424	448	52	0	4
425	449	51	0	4
426	449	51	0	4
427	443	57	0	4
428	450	50	0	4
429	456	44	0	4
430	443	57	0	4
431	448	52	0	4
432	449	51	0	4
433	454	46	0	4
434	456	44	0	4
435	452	48	0	4
436	451	49	0	4
437	441	59	0	4
438	448	52	0	4
439	447	53	0	4
440	454	46	0	4
441	448	52	0	4
442	444	56	0	4
443	450	50	0	4
444	454	46	0	4
445	444	56	0	4
446	445	55	0	4
447	450	50	0	4
448	445	55	0	4
449	446	54	0	4
450	444	56	0	4
451	444	56	0	4
452	454	46	0	4
453	445	55	0	4
454	455	45	0	4
455	456	44	0	4
456	446	54	0	4
457	451	49	0	4
458	447	53	0	4
459	454	46	0	4
460	441	59	0	4
461	446	54	0	4
462	450	50	0	4
463	459	41	0	4
464	451	49	0	4
465	452	48	0	4
466	443	57	0	4
467	447	53	0	4
468	444	56	0	4
469	446	54	0	4
470	446	54	0	4
471	439	61	0	4
472	446	54	0	4
473	441	59	0	4
474	443	57	0	4
475	448	52	0	4
476	452	48	0	4
477	447	53	0	4
478	441	59	0	4
479	454	46	0	4
480	452	48	0	4
481	448	52	0	4
482	446	54	0	4
483	448	52	0	4
484	449	51	0	4
485	455	45	0	4
486	448	52	0	4
487	445	55	0	4
488	451	49	0	4
489	446	54	0	4
490	447	53	0	4
491	452	48	0	4
492	446	54	0	4
493	448	52	0	4
494	458	42	0	4
495	450	50	0	4
496	449	51	0	4
497	442	58	0	4
498	453	47	0	4
499	447	53	0	4
500	450	50	0	4
501	445	55	0	4
502	450	50	0	4
503	457	43	0	4
504	449	51	0	4
505	452	48	0	4
506	450	50	0	4
507	443	57	0	4
508	447	53	0	4
509	448	52	0	4
510	440	60	0	4
511	449	51	0	4
512	444	56	0	4
513	454	46	0	4
514	451	49	0	4
515	441	59	0	4
516	451	49	0	4
517	448	52	0	4
518	448	52	0	4
519	451	49	0	4
520	449	51	0	4
521	454	46	0	4
522	451	49	0	4
523	454	46	0	4
524	447	53	0	4
525	448	52	0	4
526	448	52	0	4
527	451	49	0	4
528	447	53	0	4
529	447	53	0	4
530	449	51	0	4
531	458	42	0	4
532	446	54	0	4
533	438	62	0	4
534	454	46	0	4
535	452	48	0	4
536	445	55	0	4
537	446	54	0	4
538	450	50	0	4
539	449	51	0	4
540	450	50	0	4
541	449	51	0	4
542	450	50	0	4
543	455	45	0	4
544	436	64	0	4
545	455	45	0	4
546	448	52	0	4
547	440	60	0	4
548	445	55	0	4
549	443	57	0	4
550	447	53	0	4
551	439	61	0	4
552	452	48	0	4
553	450	50	0	4
554	456	44	0	4
555	456	44	0	4
556	456	44	0	4
557	450	50	0	4
558	448	52	0	4
559	455	45	0	4
560	455	45	0	4
561	446	54	0	4
562	452	48	0	4
563	443	57	0	4
564	446	54	0	4
565	444	56	0	4
566	451	49	0	4
567	450	50	0	4
568	451	49	0	4
569	450	50	0	4
570	445	55	0	4
571	448	52	0	4
572	448	52	0	4
573	446	54	0	4
574	444	56	0	4
575	446	54	0	4
576	452	48	0	4
577	449	51	0	4
578	447	53	0	4
579	441	59	0	4
580	440	60	0	4
581	446	54	0	4
582	444	56	0	4
583	444	56	0	4
584	451	49	0	4
585	451	49	0	4
586	445	55	0	4
587	456	44	0	4
588	449	51	0	4
589	448	52	0	4
590	457	43	0	4
591	449	51	0	4
592	444	56	0	4
593	456	44	0	4
594	454	46	0	4
595	446	54	0	4
596	449	51	0	4
597	452	48	0	4
598	464	36	0	4
599	447	53	0	4
600	442	58	0	4
601	459	41	0	4
602	451	49	0	4
603	451	49	0	4
604	452	48	0	4
605	450	50	0	4
606	453	47	0	4
607	446	54	0	4
608	445	55	0	4
609	448	52	0	4
610	445	55	0	4
611	448	52	0	4
612	456	44	0	4
613	462	38	0	4
614	446	54	0	4
615	444	56	0	4
616	450	50	0	4
617	449	51	0	4
618	443	57	0	4
619	444	56	0	4
620	440	60	0	4
621	444	56	0	4
622	448	52	0	4
623	451	49	0	4
624	450	50	0	4
625	453	47	0	4
626	444	56	0	4
627	456	44	0	4
628	452	48	0	4
629	446	54	0	4
630	451	49	0	4
631	447	53	0	4
632	448	52	0	4
633	444	56	0	4
634	451	49	0	4
635	450	50	0	4
636	444	56	0	4
637	442	58	0	4
638	442	58	0	4
639	451	49	0	4
640	451	49	0	4
641	451	49	0	4
642	451	49	0	4
643	450	50	0	4
644	446	54	0	4
645	443	57	0	4
646	446	54	0	4
647	449	51	0	4
648	449	51	0	4
649	455	45	0	4
650	451	49	0	4
651	446	54	0	4
652	450	50	0	4
653	456	44	0	4
654	455	45	0	4
655	446	54	0	4
656	449	51	0	4
657	451	49	0	4
658	455	45	0	4
659	458	42	0	4
660	450	50	0	4
661	447	53	0	4
662	453	47	0	4
663	439	61	0	4
664	449	51	0	4
665	454	46	0	4
666	452	48	0	4
667	445	55	0	4
668	446	54	0	4
669	456	44	0	4
670	450	50	0	4
671	455	45	0	4
672	450	50	0	4
673	449	51	0	4
674	451	49	0	4
675	443	57	0	4
676	452	48	0	4
677	446	54	0	4
678	456	44	0	4
679	449	51	0	4
680	451	49	0	4
681	462	38	0	4
682	448	52	0	4
683	454	46	0	4
684	447	53	0	4
685	451	49	0	4
686	451	49	0	4
687	452	48	0	4
688	449	51	0	4
689	441	59	0	4
690	453	47	0	4
691	440	60	0	4
692	456	44	0	4
693	448	52	0	4
694	452	48	0	4
695	456	44	0	4
696	450	50	0	4
697	448	52	0	4
698	450	50	0	4
699	450	50	0	4
700	442	58	0	4
701	452	48	0	4
702	452	48	0	4
703	445	55	0	4
704	455	45	0	4
705	454	46	0	4
706	447	53	0	4
707	441	59	0	4
708	438	62	0	4
709	453	47	0	4
710	441	59	0	4
711	443	57	0	4
712	452	48	0	4
713	444	56	0	4
714	456	44	0	4
715	448	52	0	4
716	452	48	0	4
717	449	51	0	4
718	443	57	0	4
719	446	54	0	4
720	448	52	0	4
721	444	56	0	4
722	459	41	0	4
723	446	54	0	4
724	451	49	0	4
725	453	47	0	4
726	449	51	0	4
727	450	50	0	4
728	449	51	0	4
729	440	60	0	4
730	446	54	0	4
731	441	59	0	4
732	450	50	0	4
733	458	42	0	4
734	446	54	0	4
735	443	57	0	4
736	448	52	0	4
737	448	52	0	4
738	449	51	0	4
739	458	42	0	4
740	456	44	0	4
741	455	45	0	4
742	442	58	0	4
743	446	54	0	4
744	453	47	0	4
745	452	48	0	4
746	444	56	0	4
747	457	43	0	4
748	454	46	0	4
749	455	45	0	4
750	445	55	0	4
751	453	47	0	4
752	448	52	0	4
753	454	46	0	4
754	439	61	0	4
755	450	50	0	4
756	451	49	0	4
757	446	54	0	4
758	446	54	0	4
759	454	46	0	4
760	447	53	0	4
761	454	46	0	4
762	450	50	0	4
763	455	45	0	4
764	446	54	0	4
765	441	59	0	4
766	456	44	0	4
767	450	50	0	4
768	447	53	0	4
