Round	Out	Left	Right	Game Type
1	224	276	0	16
2	221	279	0	16
3	207	293	0	16
4	216	284	0	16
5	214	286	0	16
6	233	267	0	16
7	216	284	0	16
8	231	269	0	16
9	216	284	0	16
10	223	277	0	16
11	220	280	0	16
12	223	277	0	16
13	229	271	0	16
14	210	290	0	16
15	220	280	0	16
16	221	279	0	16
17	228	272	0	16
18	217	283	0	16
19	224	276	0	16
20	222	278	0	16
21	220	280	0	16
22	231	269	0	16
23	215	285	0	16
24	240	260	0	16
25	216	284	0	16
26	210	290	0	16
27	224	276	0	16
28	217	283	0	16
29	221	279	0	16
30	224	276	0	16
31	209	291	0	16
32	218	282	0	16
33	228	272	0	16
34	224	276	0	16
35	223	277	0	16
36	216	284	0	16
37	224	276	0	16
38	222	278	0	16
39	219	281	0	16
40	219	281	0	16
41	225	275	0	16
42	219	281	0	16
43	218	282	0	16
44	228	272	0	16
45	220	280	0	16
46	206	294	0	16
47	227	273	0	16
48	232	268	0	16
49	214	286	0	16
50	207	293	0	16
51	218	282	0	16
52	214	286	0	16
53	219	281	0	16
54	225	275	0	16
55	224	276	0	16
56	220	280	0	16
57	215	285	0	16
58	231	269	0	16
59	215	285	0	16
60	225	275	0	16
61	224	276	0	16
62	230	270	0	16
63	229	271	0	16
64	209	291	0	16
65	218	282	0	16
66	222	278	0	16
67	233	267	0	16
68	212	288	0	16
69	216	284	0	16
70	233	267	0	16
71	205	295	0	16
72	218	282	0	16
73	224	276	0	16
74	234	266	0	16
75	219	281	0	16
76	211	289	0	16
77	220	280	0	16
78	217	283	0	16
79	220	280	0	16
80	228	272	0	16
81	222	278	0	16
82	206	294	0	16
83	204	296	0	16
84	215	285	0	16
85	215	285	0	16
86	216	284	0	16
87	223	277	0	16
88	216	284	0	16
89	211	289	0	16
90	238	262	0	16
91	220	280	0	16
92	219	281	0	16
93	228	272	0	16
94	222	278	0	16
95	224	276	0	16
96	215	285	0	16
97	206	294	0	16
98	223	277	0	16
99	223	277	0	16
100	220	280	0	16
101	215	285	0	16
102	227	273	0	16
103	224	276	0	16
104	222	278	0	16
105	218	282	0	16
106	208	292	0	16
107	219	281	0	16
108	221	279	0	16
109	205	295	0	16
110	225	275	0	16
111	223	277	0	16
112	225	275	0	16
113	232	268	0	16
114	222	278	0	16
115	205	295	0	16
116	221	279	0	16
117	213	287	0	16
118	213	287	0	16
119	214	286	0	16
120	226	274	0	16
121	227	273	0	16
122	225	275	0	16
123	218	282	0	16
124	231	269	0	16
125	229	271	0	16
126	229	271	0	16
127	219	281	0	16
128	227	273	0	16
129	214	286	0	16
130	214	286	0	16
131	219	281	0	16
132	237	263	0	16
133	212	288	0	16
134	208	292	0	16
135	198	302	0	16
136	222	278	0	16
137	221	279	0	16
138	210	290	0	16
139	218	282	0	16
140	224	276	0	16
141	214	286	0	16
142	213	287	0	16
143	220	280	0	16
144	219	281	0	16
145	220	280	0	16
146	207	293	0	16
147	220	280	0	16
148	241	259	0	16
149	223	277	0	16
150	221	279	0	16
151	208	292	0	16
152	216	284	0	16
153	221	279	0	16
154	229	271	0	16
155	226	274	0	16
156	211	289	0	16
157	219	281	0	16
158	223	277	0	16
159	225	275	0	16
160	231	269	0	16
161	227	273	0	16
