Round	Out	Left	Right	Game Type
1	291	203	6	19
2	288	202	10	19
3	269	223	8	19
4	300	192	8	19
5	291	198	11	19
6	281	207	12	19
7	278	207	15	19
8	291	195	14	19
9	303	189	8	19
10	281	195	24	19
11	298	176	26	19
12	290	181	29	19
13	291	183	26	19
14	283	186	31	19
15	296	171	33	19
16	277	176	47	19
17	292	150	58	19
18	291	159	50	19
19	298	156	46	19
20	294	138	68	19
21	283	150	67	19
22	294	131	75	19
23	290	143	67	19
24	273	136	91	19
25	274	130	96	19
26	307	118	75	19
27	295	125	80	19
28	284	119	97	19
29	305	109	86	19
30	288	103	109	19
31	294	115	91	19
32	289	108	103	19
33	292	99	109	19
34	295	97	108	19
35	285	101	114	19
36	292	84	124	19
37	287	90	123	19
38	285	90	125	19
39	301	102	97	19
40	304	90	106	19
41	289	89	122	19
42	284	93	123	19
43	282	79	139	19
44	288	83	129	19
45	285	84	131	19
46	286	86	128	19
47	286	80	134	19
48	302	87	111	19
49	289	82	129	19
50	304	83	113	19
51	300	78	122	19
52	293	81	126	19
53	298	77	125	19
54	282	74	144	19
55	293	82	125	19
56	307	78	115	19
57	287	77	136	19
58	282	81	137	19
59	311	69	120	19
60	281	71	148	19
61	279	77	144	19
62	289	73	138	19
63	294	78	128	19
64	301	74	125	19
65	306	74	120	19
66	288	81	131	19
67	291	75	134	19
68	294	74	132	19
69	303	78	119	19
70	293	82	125	19
71	282	75	143	19
72	302	72	126	19
73	300	76	124	19
74	287	69	144	19
75	291	75	134	19
76	291	70	139	19
77	294	73	133	19
78	278	79	143	19
79	292	86	122	19
80	300	75	125	19
81	304	74	122	19
82	294	77	129	19
83	289	80	131	19
84	285	74	141	19
85	289	79	132	19
86	285	87	128	19
87	292	80	128	19
88	275	79	146	19
89	286	68	146	19
90	278	76	146	19
91	280	88	132	19
92	287	79	134	19
93	287	75	138	19
94	292	81	127	19
95	296	69	135	19
96	284	82	134	19
97	274	83	143	19
98	289	71	140	19
99	290	85	125	19
100	279	73	148	19
101	293	80	127	19
102	294	77	129	19
103	294	78	128	19
104	282	68	150	19
105	298	83	119	19
106	291	81	128	19
107	280	85	135	19
108	287	88	125	19
109	299	84	117	19
110	297	86	117	19
111	283	83	134	19
112	302	82	116	19
113	303	79	118	19
114	287	82	131	19
115	277	77	146	19
116	289	76	135	19
117	282	82	136	19
118	304	72	124	19
119	290	80	130	19
120	288	81	131	19
121	291	88	121	19
122	283	79	138	19
123	289	70	141	19
124	281	81	138	19
125	292	83	125	19
126	293	78	129	19
127	293	75	132	19
128	283	83	134	19
129	281	80	139	19
130	287	100	113	19
131	288	81	131	19
132	292	91	117	19
133	287	75	138	19
134	297	81	122	19
135	288	76	136	19
136	295	91	114	19
137	285	81	134	19
138	295	87	118	19
139	294	90	116	19
140	298	87	115	19
141	293	79	128	19
142	293	94	113	19
143	298	82	120	19
144	293	73	134	19
145	283	73	144	19
146	289	70	141	19
147	298	69	133	19
148	299	72	129	19
149	287	84	129	19
150	297	78	125	19
151	283	75	142	19
152	290	62	148	19
153	288	67	145	19
154	288	80	132	19
155	295	78	127	19
156	290	83	127	19
157	294	74	132	19
158	271	72	157	19
159	290	77	133	19
160	291	77	132	19
161	288	79	133	19
162	291	81	128	19
163	281	86	133	19
164	291	88	121	19
165	272	66	162	19
166	293	80	127	19
167	301	80	119	19
168	290	83	127	19
169	292	80	128	19
170	289	67	144	19
171	282	70	148	19
172	300	82	118	19
173	293	76	131	19
174	287	77	136	19
175	286	77	137	19
176	298	81	121	19
177	289	75	136	19
178	299	80	121	19
179	304	72	124	19
180	287	89	124	19
181	281	75	144	19
182	295	75	130	19
183	296	77	127	19
184	295	76	129	19
185	294	88	118	19
186	290	70	140	19
187	293	67	140	19
188	286	77	137	19
189	296	83	121	19
190	284	77	139	19
191	287	89	124	19
192	289	81	130	19
193	285	79	136	19
194	290	78	132	19
195	294	82	124	19
196	291	77	132	19
197	296	79	125	19
198	291	68	141	19
199	287	76	137	19
200	289	84	127	19
201	274	86	140	19
202	281	88	131	19
203	281	86	133	19
204	286	77	137	19
205	302	74	124	19
206	283	70	147	19
207	291	78	131	19
208	292	78	130	19
209	286	83	131	19
210	288	85	127	19
211	286	83	131	19
212	287	85	128	19
213	290	77	133	19
214	301	86	113	19
215	292	80	128	19
216	304	71	125	19
217	286	73	141	19
218	286	81	133	19
219	283	72	145	19
220	290	76	134	19
221	300	84	116	19
222	306	88	106	19
223	284	68	148	19
224	284	87	129	19
225	281	73	146	19
226	297	90	113	19
227	297	82	121	19
228	309	83	108	19
229	286	87	127	19
230	300	78	122	19
231	291	74	135	19
232	298	85	117	19
233	288	76	136	19
234	279	87	134	19
235	295	81	124	19
236	301	78	121	19
237	297	77	126	19
238	283	79	138	19
239	294	82	124	19
240	292	76	132	19
241	289	87	124	19
242	292	82	126	19
243	297	78	125	19
244	299	68	133	19
245	286	74	140	19
246	297	82	121	19
247	287	76	137	19
248	289	70	141	19
249	296	85	119	19
250	290	73	137	19
251	304	73	123	19
252	292	74	134	19
253	300	69	131	19
254	288	74	138	19
255	287	70	143	19
256	282	79	139	19
257	297	82	121	19
258	293	87	120	19
259	298	66	136	19
260	287	74	139	19
261	300	80	120	19
262	295	74	131	19
263	297	82	121	19
264	305	83	112	19
265	285	78	137	19
266	282	76	142	19
267	296	85	119	19
268	288	80	132	19
269	292	85	123	19
270	297	75	128	19
271	306	78	116	19
272	298	80	122	19
273	297	76	127	19
274	281	77	142	19
275	286	80	134	19
276	279	72	149	19
277	280	67	153	19
278	278	66	156	19
279	319	79	102	19
280	292	69	139	19
281	280	91	129	19
282	290	84	126	19
283	281	70	149	19
284	280	72	148	19
285	288	76	136	19
286	287	79	134	19
287	291	78	131	19
288	310	80	110	19
289	304	72	124	19
290	294	83	123	19
291	286	72	142	19
292	290	74	136	19
293	298	79	123	19
294	297	71	132	19
295	315	75	110	19
296	289	76	135	19
297	292	72	136	19
298	282	82	136	19
299	282	79	139	19
300	281	79	140	19
301	284	69	147	19
302	285	70	145	19
303	282	74	144	19
304	283	74	143	19
305	295	77	128	19
306	281	75	144	19
307	296	81	123	19
308	304	82	114	19
309	295	87	118	19
310	286	74	140	19
311	285	82	133	19
312	289	91	120	19
313	287	84	129	19
314	279	77	144	19
315	284	79	137	19
316	287	81	132	19
317	293	81	126	19
318	282	73	145	19
319	289	71	140	19
320	299	84	117	19
321	298	85	117	19
322	294	76	130	19
323	281	79	140	19
324	292	75	133	19
325	279	80	141	19
326	297	78	125	19
327	284	86	130	19
328	287	78	135	19
329	300	72	128	19
330	293	74	133	19
331	292	80	128	19
332	292	75	133	19
333	300	80	120	19
334	306	86	108	19
335	292	76	132	19
336	300	79	121	19
337	292	79	129	19
338	297	86	117	19
339	284	71	145	19
340	283	73	144	19
341	304	86	110	19
342	307	81	112	19
343	292	85	123	19
344	289	73	138	19
345	285	74	141	19
346	303	71	126	19
347	310	79	111	19
348	294	69	137	19
349	297	86	117	19
350	294	67	139	19
351	279	86	135	19
352	304	82	114	19
353	301	74	125	19
354	301	68	131	19
355	291	79	130	19
356	314	76	110	19
357	293	71	136	19
358	279	78	143	19
359	298	75	127	19
360	289	77	134	19
361	304	75	121	19
362	280	76	144	19
363	291	73	136	19
364	293	83	124	19
365	285	88	127	19
366	300	77	123	19
367	289	79	132	19
368	290	77	133	19
369	297	73	130	19
370	294	77	129	19
371	299	66	135	19
372	297	83	120	19
373	292	89	119	19
374	289	82	129	19
375	280	81	139	19
376	291	82	127	19
377	299	84	117	19
378	285	80	135	19
379	300	78	122	19
380	307	76	117	19
381	297	83	120	19
382	294	70	136	19
383	293	82	125	19
384	281	84	135	19
385	288	86	126	19
386	298	81	121	19
387	296	88	116	19
388	287	85	128	19
389	295	86	119	19
390	293	85	122	19
391	304	83	113	19
392	317	81	102	19
393	286	72	142	19
394	304	76	120	19
395	291	76	133	19
396	284	84	132	19
397	294	80	126	19
398	288	86	126	19
399	302	68	130	19
400	288	69	143	19
401	290	76	134	19
402	289	75	136	19
403	283	72	145	19
404	290	73	137	19
405	294	77	129	19
406	277	81	142	19
407	283	82	135	19
408	284	79	137	19
409	280	79	141	19
410	299	89	112	19
411	303	83	114	19
412	278	74	148	19
413	301	82	117	19
414	289	85	126	19
415	294	82	124	19
416	285	79	136	19
417	281	77	142	19
418	292	81	127	19
